name,description,0,1,2,3,4,5,lng,lat,region,placeid,region2,region2_en,pic0,pic1,pic2,town
五十二甲賞鳥區,為何稱為五十二甲？相傳是因這裡昔日開墾的土地面積有52甲而得名！五十二甲溼地早期原為冬山河舊河道，地勢低窪因而常年積水，形成大片草澤，擁有相當良好的水田環境，也因此自成特殊且豐富的濕地生態，是鳥類的棲息天堂，每年冬天吸引大批候鳥前來過冬覓食。賞鳥時機為每年十月到十二月及春天四月，除了冬候鳥外，常可見綠頭鴨、琵嘴鴨、蒼鷺等鳥類在此展翅、落地的身影。五十二甲賞鳥區歷年共紀錄了百種以上鳥類，而特殊的鳥種也不少，如灰雁、白額雁、羅文鴨、磯雁、角鵬鵬、黑頸鵬鵬等，是賞鳥迷們不可錯過的聖地之一！ 除了賞鳥，近年這裡也成了夏季賞花秘境，因過去常淹水而造成土堤崩壞，農民便栽種了數百株穗花棋盤腳護堤，當花季來臨，夜間盛開的穗花棋盤腳有如樹上煙火一般，繽紛奪目，且越夜越美麗，這般夏夜奇景是許多旅人的最愛。五十二甲溼地之美，四季皆宜，一年裡隨時都可安排一趟蘭陽單車輕旅行，享受田園濕地風光，夏季可一睹「一夜美人」－穗花棋盤腳帶來的煙花秀，秋冬之際則可騎著單車沿岸觀賞秋季稻田風光和自然生態之美，尤其更不要錯過冬候鳥的飛行秀和覓食秀，探訪這些可愛又優雅的空中精靈。,0,1,0,0,0,0,121.81637,24.66537,宜蘭縣,640,宜蘭,Yilan,,,,五結鄉
利澤沙丘海岸,蘭陽傳說的「龜蛇把海口」，龜是指龜山島，蛇即指綿延的沙丘，利澤是其中的一段。蘭陽平原的海岸線因為受到海蝕的影響，呈向內微凹弓形海岸。只有蘭陽溪源自雪山山脈與中央山脈間切割下來，冬山河挾帶大量泥沙沖刷入太平洋，沖刷力強，搬運物質極多，再加上每年都要到訪半年以上的東北季風，造成海岸線向東突出成尖嘴狀三角洲，其堆積作用十分旺盛且持續在進行，而使利澤海邊形成了高達數十公尺的海岸沙丘的地形；由於海岸沙丘橫亙，河流入海不易，因而在沙丘脊間的凹低處，造成排水不易、積水成澤，形成背後濕地。沙丘上，羅列著芒草、林投、相思樹等，平滑得有如磨蠟後的海灘，與沙丘上的一帶綠色，構成一幅絕佳的景色。,0,0,0,0,1,0,121.83436,24.66749,宜蘭縣,641,宜蘭,Yilan,,,,五結鄉
武荖坑風景區,武荖坑溪屬於新城溪水域，河道在此地進入平原，展現出山水交融之風光，昔稱「武荖林泉」，屬「新蘭陽八景」的名勝。武荖坑兩岸坡地氣候適於茶作，武荖茶清香甜美，盛名遠播。區內林木蒼鬱，溪間可見苦花、溪哥、毛蟹等於潺潺溪水中悠然自得。「武荖坑大石鼓，阿兼城水查某」說明著武荖坑溪水沖擊石頭發出樂音，而其下游阿兼城清澈的水質與清新空氣，養育出許多清純美麗的女孩。風景區範圍達400公頃，其中規畫露營地計70公頃，分成兩大露營區，可容納1000人的露營活動，相關設施十分完善，如炊事亭、營火場地、雨天集合場、男女衛浴設備等一應俱全，在加上獨特的自然景觀，使園區內成為可以供露營野炊、戲水溯溪、登山賞景、戶外教學、品茗等多元化休閒遊憩場所之秀。自2001年起，每年的3月到5月之間，舉辦綠色博覽會，以寓教於樂的方式傳遞綠色概念、自然生態、能源、生物科技與環保精神。,0,1,0,0,0,0,121.81444,24.61061,宜蘭縣,857,宜蘭,Yilan,,,,蘇澳鎮
南方澳進安宮(寶石珊瑚媽祖),進安宮內開基媽祖擁有兩百多年歷史，莊嚴肅穆的氣氛，使人心靈平靜。位於蘇南公路靠近南方澳第三漁港處的進安宮，傳說是十九世紀為躲避東北季風的唐山帆船，將船艙中媽祖請到陸上石洞祭拜，最後媽祖決定留在此地保佑漁民。民國64年因政府將北方澳設成軍區，於是將漁民集體遷村到南方澳。因為搬遷緣故，漁民希望能將媽祖一同移駕，但擲筊結果媽祖不願意離開北方澳，只能將鎮殿媽祖留在原廟，並依指示在南方澳港邊重新修建一座進安宮，作為移民的信仰基地。2006年，一位珊瑚商人受黑面媽祖託夢，要他捐贈深海寶石珊瑚，在走遍全台廟宇之後，發現進安宮的黑面媽祖就是託夢媽祖，因此雕刻捐獻一尊全世界獨一無二的寶石珊瑚媽祖。珊瑚媽祖高4尺8寸、總重量達600公斤，全身用珊瑚寶石與黃金打造出一尊雕工精細、莊嚴慈祥之媽祖，彰顯恢弘神威，庇佑前來朝拜的善男信女。,0,0,1,0,0,0,121.86452,24.5842,宜蘭縣,860,宜蘭,Yilan,,,,蘇澳鎮
蘇澳晉安宮(張公廟),晉安宮因祀奉原名姓張的「法主公」，所以也常被稱作張公廟。這是全蘇澳最古老的寺廟，法主公為福建泉州的鄉土守護神，間接點出泉洲人也是最早移居蘇澳蘇到一帶的漢人。當時來自泉州的開拓先民為了前往海外尋找定居之地，便請當地守護神法主公乘船同行，為驅逐荒地瘴癘之氣，便於蘇澳白米甕永春一帶建廟祀奉法主公。後來經勤力開拓之下，在三星大埔一帶又墾殖出大片平原，因此爾後也吸引了近百名泉州先民移居宜蘭。晉安宮中留有一幅藍染舊布，上頭寫著二十六個開墾先賢的姓名，還保留了紀念碑文，頗具歷史傳承意義。晉安宮還有個逗趣故事，一般廟門兩側的石獅皆「左雄右雌」，但晉安宮卻相反，而廟前的商店又恰巧多是女主人當家，造就了本區有個軼名為「驚某街」，也是蘇澳一帶頗具趣味的傳說。過去每逢張公千秋慶典(農曆3月8號)，廟方皆盛大舉辦活動，迎神巡境，以祈求合境平安，是蘇澳地方相當重視的盛事之一。近年晉安宮為聯繫地方情感與恢復民俗文化，開始舉辦「辦桌文化」活動，邀請歌舞劇團表演助興，十分熱鬧。,0,0,1,0,0,0,121.85065,24.59576,宜蘭縣,861,宜蘭,Yilan,,,,蘇澳鎮
頂寮生態公園,位於蘇澳新城溪口北岸，園區內有涼亭、賞鳥亭、步道及釣魚平台等遊憩設施，還有大片濕地，生態資源相當豐富，吸引候鳥棲息，常見鳥種有紅鳩、黃頭鷺、棕沙燕、黑枕藍鵲，小水鴨、蒼鷺等。也是宜蘭濱海自行車道溪南段的終點，在單車之旅的尾聲與水鳥同樂，為宜蘭濱海旅遊帶來多樣化景緻及樂趣。公園旁有一個榕樹公園，大榕樹盤根錯節，奇景可觀。園區可以分成平面的環湖步道，與高地上的觀景平台與生態棧道，上面有軍事碉堡的遺跡，在地形上是屬於不會再受到海浪營力作用的「固定沙丘」，也是離海岸較遠的老沙丘，生長有苦楝、黃槿等喬木，從觀景平台俯瞰生態池濕地，是適合賞鳥踏青的散步景點。,1,0,0,0,0,0,121.84268,24.6397,宜蘭縣,863,宜蘭,Yilan,,,,蘇澳鎮
獅子公園,日本占領台灣後的大正、昭和年間，蘇澳到南方澳的「蘇南公路」是「蘇花公路」起點的一個支線，濱臨著蘇澳海灣沿山壁開鑿而成，其間有幾處山陵因土石較豐厚，開路後於臨海一側留下了幾座小山丘，由於是俯瞰蘇澳港灣的絕佳景點，民國七十四年，蘇澳獅子會選擇其中較大的一座小山丘和日本「北九州東國際獅子會」共同出資捐建一座小型獅子紀念公園，設計除了涼亭花圃外，還在小丘上以鋼筋水泥塑造了一隻雄壯威武趴坐著的雄獅。民國八十三年蘇澳港的「移山路」開通後，原來從蘇澳到南方澳唯一通行的「蘇南公路」因路況較曲折而頓成閒置道路，如今，「蘇南公路」已變成地方人士主要的運動步道，坐落於半山腰的「獅子公園」居高臨下、俯視太平洋，為觀賞蘇澳港、南方澳跨港大橋、南方澳、北方澳等景點的最佳觀景點，且此處更是攝影愛好者的取景點之一。,0,0,0,0,1,0,121.85967,24.58876,宜蘭縣,864,宜蘭,Yilan,,,,蘇澳鎮
砲台山風景區,砲台山風景區位於蘇花公路旁，海拔約200 公尺，清光緒十五年時，鑒於法軍意圖入侵蘇澳，清廷在此建立二座海防砲台與營房作為防禦，因此得名。除了清軍曾設置砲台外，山上也有日治時期建立的「金刀比羅神社」遺跡，金刀比羅在日本是供奉海上交通的守護神，船長或造船廠都會在船隻下水前來祈求航海平安。目前的砲台在整修後僅存台基，上方的砲台為後續新建，金刀比羅的一對石燈籠現在也移至山上天君廟的入口兩側。雖然昔日遺跡不再，仍有盤根錯節的老榕樹枝葉茂盛，華蓋亭亭，佇立其下庇蔭消暑。向東眺望，視野寬闊，蘇澳港灣，盡收眼底。,0,0,0,0,1,0,121.85603,24.59367,宜蘭縣,869,宜蘭,Yilan,,,,蘇澳鎮
七星嶺步道,七星嶺位於蘇澳港旁，從蘇澳冷泉及蘇澳運動公園兩個出入口都能登上七星嶺步道，步道全長約4.7公里，海拔最高處有230 公尺，七星嶺步道上設有涼亭，直接在涼亭稍作休息即可眺望蘇澳港。七星嶺之山名至少有百年歷史，步道沿途可俯瞰蘇澳海灣的岬角美景，並可一覽蘭陽平原與無尾港之地景風采，以及龜山島、太平洋的遼闊景觀，甚至可見冷泉公園與蘇澳鎮之生活街區。鄰旁的山頭上也有星嶺公園，從七星嶺下坡再從鞍部往上續行就能抵達，星嶺公園的視野更可眺望北方澳以北，包含壯圍、五結、頭城海岸線一帶。,0,0,0,0,1,0,121.85117,24.59656,宜蘭縣,870,宜蘭,Yilan,,,,蘇澳鎮
後山公路文物館,"民國100年成立，係公路總局第四區養護工程處為記錄保存後山公路闢建歷程而設，以道路、橋梁、隧道為主題，分別以照片、實物、模型呈現，見證自1949年來，後山公路築路修橋的艱辛歲月，緬懷前輩先賢克苦耐勞的精神，同時展現公路文化的內涵。交通部公路總局第四區養護工程處成立於民國38年10月1日,至今，歷經了一甲子歲月的洗煉，在顛簸崎嶇的道路上，締造了宜蘭、花蓮兩縣公路奇蹟，昔日歲月的痕跡充滿了酸甜苦辣。回首來時路，公路前輩們以「智慧」與「血汗」辛勞付出，繼往開來的歷史責任與神聖使命，引領四工處不停的蛻變與成長、睿智及堅毅的精神，是我們學習的典範。為了記錄保存後山公路的成長歷程，緬懷前輩先賢以手工、簡陋機具開山闢路，完成任務的不朽功業，對公路建設卓越成就的珍貴資產，得以發光、發熱，同時展現公路文化的內涵，發揚「公路人」克苦耐勞的精神，以傳承經驗，作為新進同仁，學習的典範及核心標竿，特將相關老舊文物予以彙集，籌設「後山公路文物館」整理典藏。",0,0,1,0,0,1,121.83472,24.59674,宜蘭縣,872,宜蘭,Yilan,,,,蘇澳鎮
橘之鄉蜜餞形象館,「橘之鄉蜜餞形象館」為國內第一家蜜餞觀光工廠，裡面設有有咖啡館，提供遊客休憩的角落，一杯咖啡搭配手工餅乾，拋開了煩惱，享受放鬆自我的片刻！另外還有金棗蜜餞DIY體驗活動，透過專人解說指導，讓遊客們可以了解蜜餞的製作過程，此活動更適合家長陪同小朋友學習，增進親子關係。蜜餞工廠，從選果、醃漬、針刺、漂水、殺菁、真空糖漬、熱風乾燥、到衛生包裝，透明化的製作過程都完整的呈現在眼前，就是要讓遊客知道橘之鄉的產品是天然又健康的！童話故事的玻璃屋、白色小木屋，藏著愛麗絲都想知道的祕密。歡迎來橘之鄉蜜餞觀光工廠喝咖啡、品嚐手作蜜餞、金棗蜜餞DIY，享受金棗的酸甜滋味。＜參考資料來源：橘之鄉蜜餞形象館網站＞多樣金棗商品，歡迎選購!喝咖啡搭配手工餅乾，享受下午茶美好時光!夢幻的白色玻璃屋,0,1,0,1,0,0,121.73693,24.77997,宜蘭縣,876,宜蘭,Yilan,,,,宜蘭市
亞典蛋糕密碼館,亞典蛋糕密碼館，位於宜蘭市梅洲二路上，一進入館內，蛋糕香味撲鼻而來，歐式空間的主題裝飾，非常優雅！除了設有蜂蜜蛋糕文化展示區、文化導覽簡報區、現場蛋糕烘焙展示區，現場還有DIY體驗區，遊客可以經由導覽及親手體驗，了解蜂蜜蛋糕豐富的源由與生產過程，來到亞典蛋糕密碼館，不僅可以試吃各式各樣的蛋糕，還可享受這裡為您帶來「五心級」的服務，也將讓民眾在味覺和視覺體會到前所未有的感動。「團圓年輪、日式長崎峰蜜蛋糕、紅豆蛋糕」為亞典三寶，造型最特別的就是「團圓年輪」，長長一圈又一圈的，是史上最耗時、最難做的蛋糕，在特殊的烤爐中用三百多度高溫懸空式烘焙，濃郁的香氣與豐富層次的口感，一定會讓你一口接著一口！將年輪蛋糕帶回給親朋好友分享是再適合不過的了！＜參考資料來源：亞典蛋糕密碼館網站＞現場可以直接看到年輪蛋糕的製作過程喔!亞典最有名的年輪蛋糕館內針對亞典蛋糕製作過程做了詳細介紹!,0,0,0,1,0,0,121.7316,24.78101,宜蘭縣,877,宜蘭,Yilan,,,,宜蘭市
吳沙故居,吳沙為開發宜蘭的重要功臣，當年宜蘭蠻荒未闢，吳沙率領漳、泉、粵三籍漢人來此開墾，初始與噶瑪蘭人常起爭端，後來流行天花疾病，吳沙以藥救助他們，噶瑪蘭人心生感激，大家終於和平相處，奠定了開蘭之基，故吳沙被尊為開蘭第一人。他生前到礁溪覺得地勢不錯，因而建屋定居。故居是一座百年的三合院，門外對聯寫著「真成拓土無雙士，正是開蘭第一人」，目前規劃為「吳沙紀念館」，斑駁的紅磚外牆，有濃濃的古味，雖然現在的吳沙故居整修過，但仍然可以感受到百年古宅的痕跡；屋內牆上掛有許多簡介、事蹟以及匾額，多與蘭陽有關，另外還有供奉有吳沙的牌位和畫像。對宜蘭地區開發歷史有興趣的民眾，可以來此參觀，相信會有不錯的收穫！屋內牆上掛有許多簡介、事蹟以及匾額。斑駁的紅磚外牆，有濃濃的古味！吳沙故居外觀,0,0,1,0,0,1,121.76024,24.78745,宜蘭縣,878,宜蘭,Yilan,,,,礁溪鄉
柴圍佃圳水門公園,"柴圍佃圳水門位於礁溪鄉的白鵝村，柴圍佃圳水門除了可調節該系統農田灌溉用水外，並利用水門周邊水利地施設混凝土砌石護岸315公尺，簡樸的柴佃圳水門公園設有一座木製六角柴圍亭，亭柱兩旁寫著：「做個好人身正心安」、「行點善事天知地鑑」，還有大理石桌椅一組、白鵝塑像一座、步道磚長162公尺，種植仙丹花2,698株、假儉草舖設780平方公尺等各類花木，田園山林優美的景緻是民眾休閒活動之景點。公園內有雕像作成的母鵝帶領七隻小鵝，非常吸引人！它們或昂首、或低頭的樣子，姿態似假似真，讓人一度誤以無為是活生生的鵝群。水門公園旁為白鵝山的鵝頭部份，此處有四處左右的日據時代防空壕，如今早已荒癈多年。柴圍佃圳水門公園優美的景緻是民眾休閒活動之景點。亭柱兩旁寫著：「做個好人身正心安」、「行點善事天知地鑑」。柴佃圳水門公園設有一座木製六角柴圍亭。柴圍佃圳水門可調節該系統農田灌溉用水。",1,1,0,0,0,0,121.75401,24.79422,宜蘭縣,879,宜蘭,Yilan,,,,礁溪鄉
