name,description,0,1,2,3,4,5,lng,lat,region,placeid,region2,region2_en,pic0,pic1,pic2,town
利澤沙丘海岸,蘭陽傳說的「龜蛇把海口」，龜是指龜山島，蛇即指綿延的沙丘，利澤是其中的一段。蘭陽平原的海岸線因為受到海蝕的影響，呈向內微凹弓形海岸。只有蘭陽溪源自雪山山脈與中央山脈間切割下來，冬山河挾帶大量泥沙沖刷入太平洋，沖刷力強，搬運物質極多，再加上每年都要到訪半年以上的東北季風，造成海岸線向東突出成尖嘴狀三角洲，其堆積作用十分旺盛且持續在進行，而使利澤海邊形成了高達數十公尺的海岸沙丘的地形；由於海岸沙丘橫亙，河流入海不易，因而在沙丘脊間的凹低處，造成排水不易、積水成澤，形成背後濕地。沙丘上，羅列著芒草、林投、相思樹等，平滑得有如磨蠟後的海灘，與沙丘上的一帶綠色，構成一幅絕佳的景色。,0,0,0,0,1,0,121.83436,24.66749,宜蘭縣,641,宜蘭,Yilan,,,,五結鄉
後山公路文物館,"民國100年成立，係公路總局第四區養護工程處為記錄保存後山公路闢建歷程而設，以道路、橋梁、隧道為主題，分別以照片、實物、模型呈現，見證自1949年來，後山公路築路修橋的艱辛歲月，緬懷前輩先賢克苦耐勞的精神，同時展現公路文化的內涵。交通部公路總局第四區養護工程處成立於民國38年10月1日,至今，歷經了一甲子歲月的洗煉，在顛簸崎嶇的道路上，締造了宜蘭、花蓮兩縣公路奇蹟，昔日歲月的痕跡充滿了酸甜苦辣。回首來時路，公路前輩們以「智慧」與「血汗」辛勞付出，繼往開來的歷史責任與神聖使命，引領四工處不停的蛻變與成長、睿智及堅毅的精神，是我們學習的典範。為了記錄保存後山公路的成長歷程，緬懷前輩先賢以手工、簡陋機具開山闢路，完成任務的不朽功業，對公路建設卓越成就的珍貴資產，得以發光、發熱，同時展現公路文化的內涵，發揚「公路人」克苦耐勞的精神，以傳承經驗，作為新進同仁，學習的典範及核心標竿，特將相關老舊文物予以彙集，籌設「後山公路文物館」整理典藏。",0,0,1,0,0,1,121.83472,24.59674,宜蘭縣,872,宜蘭,Yilan,,,,蘇澳鎮
橘之鄉蜜餞形象館,「橘之鄉蜜餞形象館」為國內第一家蜜餞觀光工廠，裡面設有有咖啡館，提供遊客休憩的角落，一杯咖啡搭配手工餅乾，拋開了煩惱，享受放鬆自我的片刻！另外還有金棗蜜餞DIY體驗活動，透過專人解說指導，讓遊客們可以了解蜜餞的製作過程，此活動更適合家長陪同小朋友學習，增進親子關係。蜜餞工廠，從選果、醃漬、針刺、漂水、殺菁、真空糖漬、熱風乾燥、到衛生包裝，透明化的製作過程都完整的呈現在眼前，就是要讓遊客知道橘之鄉的產品是天然又健康的！童話故事的玻璃屋、白色小木屋，藏著愛麗絲都想知道的祕密。歡迎來橘之鄉蜜餞觀光工廠喝咖啡、品嚐手作蜜餞、金棗蜜餞DIY，享受金棗的酸甜滋味。＜參考資料來源：橘之鄉蜜餞形象館網站＞多樣金棗商品，歡迎選購!喝咖啡搭配手工餅乾，享受下午茶美好時光!夢幻的白色玻璃屋,0,1,0,1,0,0,121.73693,24.77997,宜蘭縣,876,宜蘭,Yilan,,,,宜蘭市
亞典蛋糕密碼館,亞典蛋糕密碼館，位於宜蘭市梅洲二路上，一進入館內，蛋糕香味撲鼻而來，歐式空間的主題裝飾，非常優雅！除了設有蜂蜜蛋糕文化展示區、文化導覽簡報區、現場蛋糕烘焙展示區，現場還有DIY體驗區，遊客可以經由導覽及親手體驗，了解蜂蜜蛋糕豐富的源由與生產過程，來到亞典蛋糕密碼館，不僅可以試吃各式各樣的蛋糕，還可享受這裡為您帶來「五心級」的服務，也將讓民眾在味覺和視覺體會到前所未有的感動。「團圓年輪、日式長崎峰蜜蛋糕、紅豆蛋糕」為亞典三寶，造型最特別的就是「團圓年輪」，長長一圈又一圈的，是史上最耗時、最難做的蛋糕，在特殊的烤爐中用三百多度高溫懸空式烘焙，濃郁的香氣與豐富層次的口感，一定會讓你一口接著一口！將年輪蛋糕帶回給親朋好友分享是再適合不過的了！＜參考資料來源：亞典蛋糕密碼館網站＞現場可以直接看到年輪蛋糕的製作過程喔!亞典最有名的年輪蛋糕館內針對亞典蛋糕製作過程做了詳細介紹!,0,0,0,1,0,0,121.7316,24.78101,宜蘭縣,877,宜蘭,Yilan,,,,宜蘭市
大塭觀光休閒養殖場,大塭觀光休閒養殖場是由政府與民間所積極推動的國內首座以漁村特色及文化資產，開發為可供民眾遊憩、玩樂、品嚐海鮮及體驗漁業的觀光景點。主要展出傳統漁具的文物及史蹟的展館，有各式造型古怪的漁法和漁具。館內更舉辦魚拓、編織等現場教學之體驗活動，藉以了解漁業的生活文化與民間藝術等。養殖區規劃有親水活動廣場、鴨母船碼頭、親子步道、水上步道、歐風花園、咖啡座等設施，可以讓遊客悠遊自在走訪參觀。場區設有「蘭陽蟳屋餐廳」，提供遊客享受味美新鮮海產料理用餐服務，以及VIP式的小木屋餐廳包廂，內有獨立式卡拉OK伴唱機，讓遊客們可以擁有獨立的空間用餐，隔離吵雜，享受與家人獨處的好時光，或是三五好友歡唱、聚會的好所在。大塭觀光休閒養殖場是供民眾遊憩、玩樂、品嚐海鮮及體驗漁業的觀光景點。遊客可在此悠遊地散步！大塭觀光休閒養殖場一景。大塭觀光休閒養殖場規劃有親水活動廣場。,0,0,0,0,1,0,121.80449,24.81789,宜蘭縣,880,宜蘭,Yilan,,,,礁溪鄉
金車礁溪蘭花園,蘭花在中國文化中，與梅、竹、菊合稱四君子，是台灣人最喜歡的花類之一。金車蘭花園成立於 1988 年，主要從事花卉組織培養、細胞培養、基因轉殖、品種選育、無病毒健康種苗生產工作，因宜蘭氣候極適合蝴蝶蘭生長，加上金車斥資興建電腦調控等設備，故生產之蝴蝶蘭品質優良，且建立良好口碑。園區內的寬敞空間規劃有不同主題區，以雨林探索為出發，在花與雨林生物陪你參觀遊玩時，能認識自然生態的重要性，並共同愛護我們的地球。來到這裡有機會能看見許多珍奇的花卉植物，還有能與可愛動物近距離互動的體驗空間。現場提供簡餐、咖啡甜點及汆燙白蝦服務及金車系列商品，供消費者選擇。誠摯的歡迎您的到來，一同享受礁溪的田園風光。 蘭花為台灣人最喜歡的花類之一除了蘭花，還有各式各樣的仙人掌！民眾能參加親親水豚活動，專人解說陪同，解鎖有趣的水豚資訊。民眾參觀雨林探索區猶如進入一場雨林的洗禮。,0,1,0,0,0,0,121.78427,24.82078,宜蘭縣,881,宜蘭,Yilan,,,,礁溪鄉
宜蘭甲魚養殖場,人們喜愛食用「甲魚」，別名「鱉」、「水魚」為主，因為它是一種高蛋白、低脂肪的滋補品。宜蘭養殖場專門養殖甲魚，由於甲魚須生活在高溫度的環境，而礁溪溫泉剛好能提供終年攝氏3O度左右的適當溫度環境，所以養殖場主人想到利用溫泉來養「鰲」，其鱉肉新鮮可口、肉質Q彈，是當地餐廳業者最信賴的鱉肉來源之一，30年以上的專業養殖經營，控制好鱉的成長條件以及有效的管理鱉池水質，所供應的都是健康無汙染、無水產用藥的活鱉，鱉肉營養、熱量低、富含膠質，適合民眾安心料理食用！這裡的甲魚都是用礁溪溫泉水來養殖「甲魚」，別名「鱉」、「水魚」。甲魚在健康無汙染的環境下生長。,0,0,0,0,1,0,121.77648,24.82128,宜蘭縣,882,宜蘭,Yilan,,,,礁溪鄉
金車生技水產養殖研發中心,金車關係事業旗下金車生物科技公司設立水產事業部，引進太平洋純淨海水養殖白蝦。秉持食品、安全、衛生的精神投入最先進圓桶養殖設備，全程不添加任何抗生素及化學藥劑養殖，並榮獲優良養殖場認證、CAS認證及產銷履歷認證，讓消費者買得放心、吃得安心。伴隨宜蘭旅遊風潮成立水產門市部，園區設有室內外白蝦養殖區、海洋生態展示區及全台唯一鯊魚餵食活動，站在空中玻璃台上觀賞鯊魟群游，體驗前所未有的新奇感受。現場提供金車鮮蝦汆燙服務、各式精緻餐點及咖啡下午茶點心。誠摯邀請大家一同來認識豐富的海洋生態，愛惜我們珍貴的海洋資源，在風光明媚的礁溪享受一趟舒適悠閒的海洋生態之旅。寬闊的舒適空間供遊客休息，喝咖啡！現場有許多的海洋知識牆，讓民眾更了解海洋保育的重要。全台唯一鯊魚魟魚近距離餵食體驗活動。,0,0,0,0,1,0,121.79335,24.81757,宜蘭縣,883,宜蘭,Yilan,,,,礁溪鄉
呂美麗精雕藝術館,呂美麗女士自1989年投入雕刻創作，以鄉土、生活、佛等三大系列的主題，運用黃楊木、黃金、琉璃等多樣化素，以生活化的雕刻手法雕刻出許多憾動人心的作品，也曾在國內得到許多獎項，藝術創作受到各界的肯定。呂美麗希望讓創作的生命精神永遠存在，使觀賞者可從欣賞作品的過程中體驗生命喜悅與感動！呂美麗女士設立了蘭陽地區第一個以精雕為主題的藝術館，遊客可以欣賞呂美麗女士以純熟的技術及刀工雕刻出來的作品，實在栩栩如生、微妙維肖，絕對能讓參觀的民眾感到驚呼！另外只要是進入館內參觀的民眾都可以享用館方招待的咖啡或茶，二樓也附設茶莊空間，提供民眾在此休息享用茶點。精雕館館內精雕館館內展區展覽作品,0,0,0,1,0,0,121.78381,24.81551,宜蘭縣,884,宜蘭,Yilan,,,,礁溪鄉
二龍河,相傳，早年平埔族噶瑪蘭人依二龍河而居，當時每戶人家後院皆與河道直通，但是卻常有孩童落水溺斃，噶瑪蘭人便以競渡方式，驅逐水中精怪。後來雖漢人入墾混居，卻仍然延續這個習俗，到了端午節，由年高德劭者帶領祭拜點睛，接著祭拜河神，然後才是精采的划船比賽。依傳統，比賽時辰在午後，參賽隊伍也只有淇武蘭與洲仔尾二隊，庄民可輪流上陣，但不准外人及女子參賽。比賽方式極特殊，只敲鑼、不打鼓，以站立姿勢划船，輸贏全憑觀眾和隊員自行認定，二庄庄民卻往往自認己方才是勝利者，因此往往是來來回回賽了十趟、八趟，仍難罷休。這麼激烈的競賽，爭的是被庄民視為最神聖、吉利的「平安旗」，以及那股鄉民們「輸人不輸陣」的運動豪情。端午節，也到二龍河邊來歡喜助陣吧！二龍競渡：二龍競渡現今已成為二龍村的風範，深深凝聚著村民的心。 沒有發令員、沒有起點、也沒有打鼓聲的「二龍競渡」，是一場沒有裁判的比賽。二龍競渡舉辦在每年的端午節，自嘉慶年間沿襲至今，歷史悠久也是最具鄉土氣息的龍舟比賽，並獲觀光局選定為全國十二大民俗活動之一，是礁溪鄉文化上的寶貴資產。,0,0,1,0,1,0,121.79052,24.81088,宜蘭縣,885,宜蘭,Yilan,,,,礁溪鄉
二五連水門公園,位於宜蘭縣礁溪鄉猴洞溪與頭城砂仔港排水的會流處，為一大型防潮排水門，並設有一管理站調節水量，週邊水利地長約72公尺，寬約42公尺共約300平方公尺，公園內設有涼亭一座、石桌，是附近居民聊天的集會場所，另外還有步道208公尺及健康步道24公尺，民眾可到此運動、散步，促進身體健康，公園內廣植花木綠美化，包括千頭木麻黃、水黃皮、樟木、鳳凰木、小葉欖仁樹、杜鵑花等，美麗景觀，提供當地民眾及遊客休閒遊憩空間，更是適合親子休閒活動的好地方。二五連水門公園廣植花木綠美化二五連水門公園涼亭,0,1,0,0,0,0,121.81924,24.82912,宜蘭縣,886,宜蘭,Yilan,,,,礁溪鄉
礁溪蘭花咖啡館,距離金車蘭花園約300公尺，步行不到5分鐘即可抵達「礁溪蘭花咖啡館」，為金車集團的相關事業－伯朗咖啡，跟一般的門市不一樣的地方是，礁溪蘭花咖啡館為一庭園，有綠地、花木以及涼亭，伴隨著新鮮空氣走在小步道上，令人感到放鬆，是一大享受！而建築物外觀乍看還以為是有錢人的「豪宅」或是「別墅」呢！庭園內景致非常迷人，過去是金車公司的招待所，如今已成為讓遊客、民眾能在這優美的環境中享受悠閒時光的好地方！以蘭花為主題的咖啡館，不論是館內或是館外都能欣賞到美麗的蘭花，不少遊客專門到此取景攝影，非常適合拍照留念喔！邊喝咖啡還能欣賞落地窗外的迷人景觀。溫暖的陽光照進礁溪蘭花咖啡館，令人感到舒服愉悅！礁溪蘭花咖啡館，建築物外觀乍看還以為「別墅」，景致非常迷人！礁溪蘭花咖啡館附有小型停車場，約可停放20輛小客車。,0,0,0,0,1,0,121.78675,24.82227,宜蘭縣,887,宜蘭,Yilan,,,,礁溪鄉
礁溪站前廣場,礁溪火車站為旅人抵達礁溪的第一個起點，從礁溪火車站出來，可以看到指標性的地標，站前溫泉廣場，每年冬天來到礁溪，最大的享受就是泡溫泉了，站前溫泉廣場讓你可以一到礁溪就泡泡腳，暖暖心，開啟你美好的旅程！,0,0,0,0,1,0,121.77535,24.82703,宜蘭縣,888,宜蘭,Yilan,,,,礁溪鄉
櫻花陵園,櫻花陵園為2013年礁溪溫泉盃櫻花陵園馬拉松賽的終點站，過去更曾為宜蘭露營季的露營區，獨特的視野景觀，有種植了許多櫻花樹，是宜蘭賞景的好地方。櫻花陵園的納骨塔由黃聲遠建築師所設計，造型獨特的建築設計國內少見，吸引不少愛好建築的旅客來此賞景。,1,1,0,0,0,0,121.70605,24.806,宜蘭縣,889,宜蘭,Yilan,,,,礁溪鄉
礁溪溫泉廣場,礁溪溫泉廣場位於礁溪路五段與溫泉路的交接口，廣場上設有溫泉公仔，常讓經過旅客停下腳步，再次拍照打卡，稍作休息；廣場另一側有湯圍溪步道，沿著溪流欣賞周遭綠意盎然的自然步道，享受悠閒又寧靜的時光。礁溪溫泉地標：大大的四個字「礁溪溫泉」，非常有氣勢！礁溪溫泉廣場上，最顯眼的就是這個「大石頭」，穩穩地立於草皮上，非常有氣勢！是礁溪溫泉的地標之一，來到這的觀光客都會在此拍照留念、也是攝影者們喜愛的景點。湯圍溪步道：適合放慢腳步，沿著湯圍溪步道散步。沿著湯圍溪流，礁溪溫泉廣場旁設有一小段湯圍溪步道，時常可以看到當地長者、小朋友、情侶在悠閒的午後、傍晚或晚飯後沿著溪散步在步道上，步道上設有許多椅子，走累了也可以坐下來與同行者看個風景、聊天休息。礁溪立體停車場：外觀特殊的幾何風格非常顯眼！礁溪溫泉區假日人潮多，常常有車位難求的情況，礁溪鄉公所特別開放此立體停車場，包含身心障礙車位總共有253個停車位，費用為，日間(08:00-23:00)小型車30元/小時，夜間(23:00-08:00)小型車20元/小時，當日最高：小型車300元/天。歡迎各位遊客將愛車停放在這邊並安心去享受美好的溫泉之旅！,0,0,0,0,1,0,121.77366,24.8288,宜蘭縣,890,宜蘭,Yilan,,,,礁溪鄉
礁溪溫泉地景廣場,溫泉地景廣場位於礁溪路五段與中山路二段的交叉口，也就是礁溪溫泉核心的入口處，一進入礁溪溫泉區就可以看見溫泉地景廣場以及其地標，是觀光客拍照留念與攝影愛好者取景不能錯過的地標之一，地景廣場總面積約3600平方公尺，使用四菱砂岩石材建造地標塔、景觀水路及小瀑布，形塑依山傍水的地景風貌，中央設置了4個涼亭泡腳迴廊，各個涼亭泡腳池大約可容納60人；其中一個入口處旁的涼亭可看到對面的迎賓廣場以及湯圍溪，一進入廣場就可以感受到令人放鬆的氣氛，儘管只是泡腳，就足以消除平時身心所累積的疲勞與壓力；廣場內廣舖植草磗，綠美化景觀與涼亭，營造出礁溪香煙繚繞、獨樹一格的泡腳文化，提供遊客更優質的休憩體驗空間，泡完腳可在涼亭休息吹吹風，與家人好友共度悠閒時光。迎賓廣場：地景廣場的右側是礁溪的迎賓廣場，象徵性的標的表示礁溪人歡迎旅客來遊玩的熱情!涼亭泡腳迴廊：地景廣場中央設置了4個涼亭泡腳迴廊，各個涼亭泡腳池大約可容納60人!地景廣場溫泉特色：地景廣場的溫泉溫度約35~40度，舒適的溫度歡迎你來享受喔~地景廣場休憩區：泡完腳可在涼亭休息吹吹風，與家人好友共度悠閒時光。,0,1,0,0,1,0,121.77565,24.82853,宜蘭縣,891,宜蘭,Yilan,,,,礁溪鄉
